item_id,model_label,n_params_b,source_benchmark,topic,has_diagram,answer_type,d_c,question_chars,answer_chars,solution_chars,tokens_in,tokens_out,latency_s,is_correct,answer_type_proxy,benchmark_difficulty,benchmark_subfield,question_number_count,solution_number_count,question_equation_count,solution_equation_count,body_entity_term_count,latex_symbol_count
OlympiadBench_918,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,484,25,5454,216.0,1024.0,22.11,0,formula,Competition,Electromagnetism,10,74,4,20,0,224
OlympiadBench_919,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,570,7,1106,218.0,1024.0,22.3,0,formula,Competition,Modern Physics,6,33,3,11,7,46
OlympiadBench_922,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,1338,6,685,395.0,1024.0,22.31,0,formula,Competition,Thermodynamics,8,22,0,6,8,39
OlympiadBench_923,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,1039,90,1353,302.0,1024.0,22.06,0,formula,Competition,Electromagnetism,8,35,3,15,7,94
OlympiadBench_926,Qwen14B,14.0,OlympiadBench,Physics,0,numeric,1,515,3,909,221.0,614.0,13.28,0,numeric,Competition,Electromagnetism,8,30,2,8,2,52
OlympiadBench_928,Qwen14B,14.0,OlympiadBench,Physics,0,formula,2,898,8,1700,294.0,968.0,21.0,0,formula,Competition,Electromagnetism,9,14,1,9,6,36
OlympiadBench_929,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,595,22,2459,218.0,898.0,19.63,0,formula,Competition,Electromagnetism,6,78,0,10,3,98
OlympiadBench_936,Qwen14B,14.0,OlympiadBench,Physics,0,numeric,0,101,2,606,92.0,414.0,8.94,0,numeric,Competition,Optics,0,14,0,3,0,15
OlympiadBench_939,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,181,18,332,116.0,501.0,10.82,0,formula,Competition,Mechanics,1,11,1,5,0,27
OlympiadBench_940,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,378,61,367,175.0,562.0,12.2,1,formula,Competition,Mechanics,0,3,2,5,1,35
OlympiadBench_941,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,475,19,317,208.0,259.0,5.72,0,formula,Competition,Mechanics,3,7,2,4,1,39
OlympiadBench_942,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,329,32,213,169.0,234.0,5.17,1,formula,Competition,Mechanics,5,6,1,2,0,21
OlympiadBench_944,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,818,103,695,290.0,400.0,8.66,0,formula,Competition,Modern Physics,15,32,2,5,1,80
OlympiadBench_947,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,612,44,1410,202.0,395.0,8.66,1,formula,Competition,Electromagnetism,0,37,0,13,9,82
OlympiadBench_949,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,67,93,136,83.0,542.0,11.78,0,formula,Competition,Electromagnetism,0,6,0,1,2,10
OlympiadBench_954,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,47,15,793,82.0,185.0,3.97,0,formula,Competition,Mechanics,0,27,0,13,0,49
OlympiadBench_955,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,81,9,1419,87.0,500.0,10.83,0,formula,Competition,Mechanics,0,32,0,14,0,81
OlympiadBench_956,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,281,76,937,151.0,414.0,8.92,0,formula,Competition,Mechanics,0,34,1,12,1,72
OlympiadBench_957,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,81,79,1024,97.0,264.0,5.73,0,formula,Competition,Mechanics,1,26,0,7,0,74
OlympiadBench_972,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,65,89,504,81.0,764.0,16.71,0,formula,Competition,Electromagnetism,0,10,0,6,1,22
OlympiadBench_973,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,928,106,538,381.0,895.0,19.38,1,formula,Competition,Electromagnetism,10,44,8,10,7,80
OlympiadBench_974,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,70,157,969,82.0,887.0,19.16,0,formula,Competition,Electromagnetism,0,31,0,17,1,74
OlympiadBench_982,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,541,45,452,230.0,620.0,13.24,1,formula,Competition,Electromagnetism,4,21,1,7,0,63
OlympiadBench_984,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,77,228,942,88.0,670.0,14.66,0,formula,Competition,Mechanics,0,28,0,9,0,88
OlympiadBench_985,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,53,34,112,90.0,363.0,7.78,0,formula,Competition,Mechanics,2,7,0,2,0,14
OlympiadBench_986,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,191,109,144,133.0,420.0,9.04,0,formula,Competition,Mechanics,6,7,0,2,0,14
OlympiadBench_987,Qwen14B,14.0,OlympiadBench,Physics,0,formula,2,282,173,438,153.0,469.0,10.17,0,formula,Competition,Mechanics,6,24,0,2,1,55
OlympiadBench_988,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,191,120,434,162.0,904.0,19.66,0,formula,Competition,Mechanics,12,19,1,4,0,56
OlympiadBench_989,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,77,12,623,89.0,225.0,4.95,0,formula,Competition,Mechanics,0,13,0,7,0,61
OlympiadBench_1006,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,130,20,2192,110.0,184.0,3.99,0,formula,Competition,Mechanics,4,66,0,20,0,185
OlympiadBench_1012,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,99,32,734,113.0,680.0,14.72,0,formula,Competition,Thermodynamics,2,13,0,9,0,56
OlympiadBench_1013,Qwen14B,14.0,OlympiadBench,Physics,0,numeric,0,188,6,284,161.0,561.0,12.11,0,numeric,Competition,Thermodynamics,10,13,3,5,0,28
OlympiadBench_1014,Qwen14B,14.0,OlympiadBench,Physics,0,numeric,1,295,5,1027,184.0,813.0,17.61,0,numeric,Competition,Thermodynamics,9,43,5,7,0,88
OlympiadBench_1015,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,451,126,898,182.0,785.0,17.6,0,formula,Competition,Thermodynamics,4,46,1,3,0,73
OlympiadBench_1016,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,109,6,62,114.0,164.0,3.64,0,formula,Competition,Thermodynamics,6,1,1,0,0,7
OlympiadBench_1017,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,217,130,2201,130.0,547.0,11.9,0,formula,Competition,Thermodynamics,4,75,0,20,1,123
OlympiadBench_1018,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,271,58,574,169.0,375.0,8.13,0,formula,Competition,Thermodynamics,10,44,1,2,1,67
OlympiadBench_1050,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,161,35,376,113.0,264.0,5.81,1,formula,Competition,Modern Physics,1,6,0,5,1,11
OlympiadBench_1051,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,81,37,456,100.0,318.0,6.94,1,formula,Competition,Modern Physics,4,15,1,7,0,24
OlympiadBench_1052,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,341,38,268,140.0,539.0,11.95,0,formula,Competition,Modern Physics,4,8,0,4,4,18
OlympiadBench_1053,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,283,95,313,142.0,511.0,11.18,1,formula,Competition,Modern Physics,2,6,0,3,2,14
OlympiadBench_1054,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,227,70,219,120.0,458.0,9.86,0,formula,Competition,Modern Physics,1,7,0,4,4,14
OlympiadBench_1060,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,142,21,215,105.0,675.0,14.64,0,formula,Competition,Modern Physics,1,10,0,3,0,20
OlympiadBench_1061,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,246,120,750,148.0,875.0,18.75,0,formula,Competition,Modern Physics,1,30,0,8,0,74
OlympiadBench_1062,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,250,134,204,148.0,786.0,16.76,0,formula,Competition,Modern Physics,1,5,0,2,1,25
OlympiadBench_1063,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,312,194,906,195.0,631.0,13.65,0,formula,Competition,Modern Physics,1,21,2,4,0,85
OlympiadBench_1064,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,83,101,153,95.0,439.0,9.5,0,formula,Competition,Modern Physics,1,4,0,2,0,14
OlympiadBench_1065,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,285,17,747,173.0,639.0,13.81,0,formula,Competition,Modern Physics,3,20,2,7,0,64
OlympiadBench_1066,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,231,31,735,147.0,393.0,8.58,0,formula,Competition,Modern Physics,6,34,0,11,0,47
OlympiadBench_1067,Qwen14B,14.0,OlympiadBench,Physics,0,numeric,0,164,5,254,123.0,506.0,11.02,0,numeric,Competition,Modern Physics,2,14,1,4,0,22
OlympiadBench_1068,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,194,55,498,122.0,225.0,4.89,1,formula,Competition,Modern Physics,1,24,0,7,0,49
OlympiadBench_1069,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,228,20,187,122.0,787.0,17.13,1,formula,Competition,Modern Physics,1,6,0,3,0,17
OlympiadBench_1070,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,306,20,403,161.0,491.0,10.69,0,formula,Competition,Modern Physics,6,24,1,3,0,38
OlympiadBench_1071,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,119,38,286,115.0,368.0,8.04,0,formula,Competition,Modern Physics,3,17,0,6,0,31
OlympiadBench_1072,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,440,89,697,185.0,255.0,5.93,0,formula,Competition,Modern Physics,1,16,0,6,4,42
OlympiadBench_1073,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,272,74,995,160.0,830.0,18.11,0,formula,Competition,Modern Physics,4,28,1,7,0,52
OlympiadBench_1097,Qwen14B,14.0,OlympiadBench,Physics,0,formula,4,595,26,2597,196.0,385.0,8.34,0,formula,Competition,Mechanics,0,44,0,17,2,57
OlympiadBench_1098,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,399,7,1466,154.0,556.0,12.16,0,formula,Competition,Thermodynamics,2,27,1,12,3,40
OlympiadBench_1099,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,550,6,1704,180.0,700.0,15.11,0,formula,Competition,Thermodynamics,2,32,1,11,2,68
OlympiadBench_1101,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,77,15,291,90.0,219.0,4.68,0,formula,Competition,Thermodynamics,1,2,0,2,1,3
PhysReason_cal_problem_00069,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,2,750,8,1416,276.0,610.0,13.13,0,numeric,medium,,11,43,6,11,1,50
PhysReason_cal_problem_00224,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,1,879,32,1231,294.0,779.0,16.97,0,formula,easy,,14,49,0,6,6,57
PhysReason_cal_problem_00252,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,611,34,784,237.0,365.0,7.93,0,numeric,knowledge,,6,26,4,10,2,40
PhysReason_cal_problem_00272,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,1,327,7,678,151.0,817.0,17.25,0,numeric,easy,,5,38,1,10,0,31
PhysReason_cal_problem_00273,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,200,14,582,127.0,242.0,5.19,0,numeric,knowledge,,3,33,1,13,1,35
PhysReason_cal_problem_00340,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,1,409,58,1043,193.0,446.0,9.61,0,formula,medium,,9,46,1,20,5,62
PhysReason_cal_problem_00346,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,1,424,74,1052,162.0,744.0,16.22,0,formula,medium,,1,28,0,12,2,43
PhysReason_cal_problem_00365,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,186,25,415,107.0,270.0,5.88,1,formula,knowledge,,0,14,0,7,0,17
PhysReason_cal_problem_00418,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,535,60,537,194.0,384.0,8.29,0,formula,knowledge,,3,14,3,4,0,16
PhysReason_cal_problem_00419,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,149,40,554,100.0,202.0,4.45,0,formula,knowledge,,1,41,0,11,2,34
PhysReason_cal_problem_00432,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,376,15,610,177.0,605.0,13.26,0,numeric,easy,,8,30,4,7,3,34
PhysReason_cal_problem_00575,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,209,11,437,129.0,663.0,14.46,0,numeric,knowledge,,3,17,0,6,0,22
PhysReason_cal_problem_00577,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,1,270,26,975,140.0,417.0,9.03,0,formula,knowledge,,7,32,1,9,0,43
PhysReason_cal_problem_00665,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,2,240,81,850,122.0,280.0,6.04,0,formula,medium,,0,30,0,9,4,42
PhysReason_cal_problem_00701,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,158,3,404,103.0,366.0,7.91,0,numeric,knowledge,,1,9,0,2,3,7
PhysReason_cal_problem_00736,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,566,41,986,212.0,500.0,10.84,0,numeric,easy,,6,41,6,16,0,64
PhysReason_cal_problem_00840,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,402,57,438,162.0,672.0,14.52,0,formula,knowledge,,3,16,0,4,0,18
PhysReason_cal_problem_00906,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,188,4,290,130.0,493.0,10.55,0,numeric,easy,,5,18,1,7,0,29
PhysReason_cal_problem_00915,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,404,26,442,171.0,397.0,8.51,1,formula,knowledge,,5,31,1,8,0,31
PhysReason_cal_problem_00945,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,1,302,11,501,147.0,418.0,9.15,1,formula,easy,,4,20,0,9,0,25
PhysReason_cal_problem_01098,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,827,70,2507,302.0,1024.0,22.06,0,formula,difficult,,15,114,6,20,0,147
PhysReason_cal_problem_01115,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,261,64,595,138.0,292.0,6.2,1,formula,knowledge,,5,28,1,10,3,29
PhysReason_cal_problem_01184,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,682,31,1548,262.0,382.0,8.35,0,formula,medium,,8,59,5,17,1,77
PhysReason_cal_problem_01211,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,454,33,722,189.0,317.0,6.84,0,formula,easy,,4,23,0,9,0,28
PhysReason_cal_problem_01276,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,397,20,493,156.0,239.0,5.19,0,formula,knowledge,,3,28,0,8,0,28
PhysReason_cal_problem_01375,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,234,189,1112,159.0,229.0,4.98,0,formula,easy,,5,28,3,13,0,45
PhysReason_cal_problem_01390,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,2,312,98,866,145.0,346.0,7.48,0,formula,knowledge,,3,27,0,13,1,27
PhysReason_cal_problem_01469,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,217,125,1100,132.0,335.0,7.25,0,formula,medium,,4,45,0,19,0,60
PhysReason_cal_problem_01515,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,643,91,820,216.0,323.0,6.99,1,formula,knowledge,,7,13,0,6,0,24
PhysReason_comp_problem_4,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,300,18,2959,146.0,537.0,11.65,0,formula,medium,,3,106,0,20,0,74
PhysReason_comp_problem_95,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,3,1895,133,3308,904.0,1024.0,22.24,0,formula,difficult,,82,133,20,20,7,313
PHYBench_495,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,2266,94,4588,469.0,589.0,5.92,0,formula,,,3,120,2,22,4,254
PHYBench_600,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,731,24,551,231.0,585.0,4.99,0,formula,,,13,20,1,5,0,29
PHYBench_285,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,593,26,1341,172.0,1024.0,7.96,0,formula,,,1,29,0,7,9,59
PHYBench_321,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,1139,101,724,290.0,300.0,3.52,0,formula,,,2,32,2,7,10,74
PHYBench_674,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,4,554,32,1822,172.0,1024.0,12.44,0,formula,,,1,102,0,20,3,150
PHYBench_83,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,1130,42,2064,287.0,526.0,5.28,0,formula,,,9,127,5,16,1,202
PHYBench_54,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,549,34,473,160.0,448.0,6.25,0,formula,,,1,23,0,5,1,20
PHYBench_10,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,410,117,1085,156.0,838.0,6.46,0,formula,,,3,48,0,6,1,65
PHYBench_33,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,843,104,1409,233.0,689.0,7.52,0,formula,,,2,28,0,3,1,83
PHYBench_41,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,469,51,352,156.0,441.0,3.81,1,formula,,,4,20,1,5,0,19
PHYBench_453,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,2068,121,1091,474.0,620.0,5.5,0,formula,,,10,65,1,15,11,105
PHYBench_281,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,0,1063,48,1707,281.0,1024.0,9.94,1,formula,,,7,45,1,15,0,109
PHYBench_95,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,953,131,3020,273.0,1024.0,8.85,0,formula,,,7,139,5,21,5,204
PHYBench_101,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,5,1747,42,3871,442.0,1024.0,10.29,0,formula,,,6,154,4,20,7,329
PHYBench_630,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,1166,78,1147,337.0,1024.0,10.43,0,formula,,,17,59,0,13,8,114
PHYBench_134,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,304,21,1419,131.0,529.0,5.84,1,formula,,,2,15,1,9,0,55
PHYBench_650,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,767,70,1892,210.0,428.0,7.39,0,formula,,,1,55,0,11,2,106
PHYBench_332,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,4,955,445,2997,256.0,1024.0,12.15,0,formula,,,2,82,0,17,9,323
PHYBench_250,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,1077,304,2246,306.0,1024.0,9.53,0,formula,,,11,67,1,18,2,142
PHYBench_409,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,1807,72,3453,437.0,478.0,6.17,0,formula,,,3,67,4,20,2,164
PHYBench_133,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,191,21,1029,85.0,230.0,3.12,0,formula,,,0,13,0,11,1,50
PHYBench_336,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,829,101,1447,199.0,953.0,8.16,0,formula,,,0,57,0,10,3,72
PHYBench_88,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,2,1639,149,2915,442.0,453.0,4.32,0,formula,,,12,62,0,20,4,244
PHYBench_105,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,907,16,1294,274.0,594.0,5.75,0,formula,,,9,12,6,11,4,130
PHYBench_617,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,941,51,2001,237.0,1024.0,11.87,0,formula,,,1,67,1,20,10,137
PHYBench_702,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,1012,51,4686,273.0,1024.0,8.22,0,formula,,,5,163,0,20,4,296
PHYBench_367,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,432,92,2458,163.0,899.0,7.45,1,formula,,,6,99,1,18,6,174
PHYBench_497,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,1041,83,1423,266.0,1024.0,7.58,0,formula,,,4,78,0,11,20,103
PHYBench_457,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,696,297,881,186.0,918.0,8.74,0,formula,,,0,37,0,6,1,65
PHYBench_432,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,985,139,690,261.0,427.0,4.38,0,formula,,,2,45,0,8,7,63
PHYBench_284,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,1221,107,1745,315.0,378.0,3.43,1,formula,,,12,73,1,8,0,124
PHYBench_39,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,626,47,495,177.0,313.0,2.68,1,formula,,,4,10,0,3,5,16
PHYBench_124,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,514,52,1797,163.0,661.0,5.53,1,formula,,,2,36,0,16,10,150
PHYBench_55,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,731,70,1621,192.0,703.0,5.52,0,formula,,,1,27,0,11,8,52
PHYBench_419,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,710,258,1026,222.0,394.0,4.79,0,formula,,,9,54,1,6,0,101
PHYBench_458,DeepSeekV3,671.0,PHYBench,ADVANCED,0,formula,1,597,47,507,196.0,316.0,3.78,1,formula,,,1,21,1,5,0,48
PHYBench_206,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,675,206,1318,220.0,540.0,4.52,1,formula,,,6,31,4,12,0,106
PHYBench_204,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,658,81,769,184.0,1024.0,8.0,1,formula,,,2,40,2,5,6,56
PHYBench_478,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,795,41,670,199.0,368.0,5.14,0,formula,,,2,18,0,4,8,33
PHYBench_71,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,1173,105,5316,343.0,814.0,7.58,1,formula,,,7,47,2,27,6,257
PHYBench_259,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,0,743,55,3134,214.0,1024.0,7.28,0,formula,,,2,90,3,20,2,123
PHYBench_766,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,367,73,3076,130.0,1024.0,8.38,0,formula,,,0,79,0,20,4,174
PHYBench_716,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,1577,49,987,365.0,521.0,5.05,0,formula,,,2,43,0,8,10,47
PHYBench_103,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,744,30,1250,239.0,609.0,6.65,0,formula,,,12,23,1,9,0,47
PHYBench_310,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,3,550,151,510,162.0,1024.0,7.93,0,formula,,,3,33,0,3,3,45
PHYBench_110,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,597,73,1420,195.0,1024.0,10.92,0,formula,,,10,27,0,14,3,83
PHYBench_256,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,3,906,34,2057,267.0,1024.0,11.77,0,formula,,,9,82,4,20,6,138
PHYBench_112,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,563,71,5191,167.0,506.0,5.72,0,formula,,,4,140,1,24,5,346
PHYBench_505,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,1370,108,818,344.0,842.0,8.46,1,formula,,,6,11,1,9,7,50
PHYBench_331,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,1229,71,1503,275.0,232.0,3.19,0,formula,,,1,34,1,9,0,131
PHYBench_498,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,1483,219,4675,348.0,1024.0,11.91,0,formula,,,4,164,2,20,0,433
PHYBench_737,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,3,592,45,1500,172.0,969.0,7.96,0,formula,,,1,102,1,12,4,100
PHYBench_636,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,3,725,74,2021,219.0,1024.0,12.17,0,formula,,,7,116,0,14,6,173
PHYBench_420,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,982,40,2051,256.0,298.0,3.3,0,formula,,,2,67,1,19,2,84
PHYBench_228,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,3,887,162,3088,235.0,1024.0,7.89,0,formula,,,7,99,0,16,9,150
PHYBench_450,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,767,104,719,201.0,1024.0,9.38,0,formula,,,3,23,1,6,1,48
PHYBench_708,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,1353,66,1571,334.0,556.0,6.7,0,formula,,,5,38,1,12,2,119
PHYBench_649,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,3,915,96,1531,252.0,1024.0,11.9,0,formula,,,5,83,2,9,8,114
PHYBench_688,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,3,547,39,3170,168.0,854.0,7.06,0,formula,,,3,179,1,20,4,194
PHYBench_118,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,256,29,791,112.0,722.0,8.22,0,formula,,,1,24,1,7,0,25
PHYBench_318,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,433,60,650,141.0,459.0,4.07,1,formula,,,2,21,1,9,2,54
PHYBench_62,DeepSeekV3,671.0,PHYBench,ADVANCED,0,formula,1,1959,28,1287,606.0,1024.0,8.33,0,formula,,,31,34,10,8,0,192
PHYBench_143,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,432,52,4134,134.0,180.0,2.3,0,formula,,,0,74,0,20,5,157
PHYBench_401,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,3,702,69,2545,197.0,376.0,3.94,0,formula,,,3,61,0,20,4,133
PHYBench_443,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,2090,105,1978,493.0,305.0,3.07,1,formula,,,15,94,5,20,6,161
PHYBench_115,DeepSeekV3,671.0,PHYBench,ADVANCED,0,formula,1,1097,161,3972,297.0,732.0,6.73,0,formula,,,12,120,2,26,8,298
PHYBench_493,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,990,92,2632,250.0,525.0,5.19,0,formula,,,2,202,0,16,1,217
PHYBench_69,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,3,2905,102,4543,764.0,882.0,8.61,1,formula,,,21,129,5,20,13,398
PHYBench_65,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,818,62,3674,206.0,600.0,7.3,0,formula,,,2,31,0,15,5,125
PHYBench_131,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,680,26,918,216.0,240.0,3.38,1,formula,,,4,22,1,5,3,46
PHYBench_709,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,879,45,1845,244.0,482.0,5.42,0,formula,,,0,68,0,15,0,130
PHYBench_423,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,643,105,3319,230.0,1024.0,9.44,0,formula,,,2,138,12,32,1,244
PHYBench_36,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,914,62,3560,266.0,627.0,6.67,0,formula,,,6,171,3,18,2,218
